,Region,Pack_Size,Commodity,Organic_new1,Low_Price,High_Price,HEB_Price_Gallon,year,month,day,Store_Demand_Rand_NORMDIST
1788,1,0,0,0,2.5,2.99,2.86,3,6,16,8.126645642834998
4553,6,3,1,0,5.99,7.99,6.71,3,7,6,8.367030930958608
7290,2,5,1,1,3.5,3.5,3.5,4,1,25,8.592737156563093
4094,3,5,1,1,3.99,3.99,3.99,3,4,7,8.686811407217359
9372,2,0,0,0,2.5,3.99,2.55,5,5,15,8.199695225819609
6251,5,0,0,0,2.48,3.0,2.66,1,5,27,8.294946175683176
7513,3,0,0,0,1.79,3.99,2.71,4,4,12,7.722201786313658
2013,2,1,1,0,3.49,3.99,3.69,3,7,27,8.248298779469645
15526,4,7,2,0,2.5,3.49,3.09,5,8,0,8.627650097274351
2539,5,1,1,0,3.49,3.5,3.5,3,11,10,8.195811487806544
15501,5,8,2,0,0.99,2.5,1.53,5,7,24,8.323417540866727
5234,4,0,0,1,3.99,4.99,4.11,3,11,17,8.312275289677217
11472,6,7,2,0,1.99,3.99,2.53,3,9,8,8.522839296222923
10928,6,8,2,0,2.99,2.99,2.99,3,3,2,8.446234591258174
9823,2,0,0,0,2.89,4.99,4.51,5,8,14,8.071352992346663
11958,2,4,2,1,1.0,1.0,1.0,2,7,21,8.160661585603593
9744,5,2,1,0,2.99,4.9,3.08,5,7,24,8.47189022341394
5355,6,5,1,0,1.78,2.69,2.3,0,3,5,8.642569757634837
10936,2,8,2,1,3.49,3.49,3.49,3,3,2,8.32865758285236
4774,5,5,1,1,3.5,3.5,3.5,3,8,17,8.594647423161453
6929,1,0,0,0,1.99,1.99,1.99,4,0,21,7.985363076184154
3832,1,6,1,0,1.67,2.5,2.02,3,2,19,8.627826647479989
4683,6,5,1,0,1.5,3.0,2.89,3,8,3,8.368921263632505
11392,1,7,2,0,1.99,2.77,2.18,3,8,10,8.611723831491863
2324,3,5,1,0,1.5,2.5,1.77,3,9,29,8.506194248474722
773,4,3,1,0,7.99,7.99,7.99,2,10,27,8.464469439472879
347,5,5,1,0,2.5,3.0,2.81,2,5,12,8.681895810656995
14012,4,7,2,0,1.99,2.99,2.29,4,0,28,8.621395230214056
9955,6,6,1,0,1.99,3.0,2.32,5,9,5,8.650116217530186
7558,4,1,1,0,3.5,3.5,3.5,4,4,19,7.7495495356948805
12993,2,7,2,1,5.69,5.69,5.69,3,11,10,8.284792139777974
8686,6,6,1,0,1.5,3.49,2.13,4,11,29,8.757232986222162
7022,2,0,0,1,4.99,4.99,4.99,4,1,4,8.092737856540381
12505,2,7,2,0,2.5,3.49,2.94,3,5,11,8.599113576250508
4642,4,0,0,0,1.59,2.99,2.27,3,7,27,8.110704270283566
14436,3,8,2,1,2.99,4.29,3.34,4,5,23,8.387694549327072
3413,5,3,1,0,7.48,7.48,7.48,2,10,27,8.306383594827615
5766,4,0,0,1,3.99,3.99,3.99,0,9,4,7.987472570933948
3936,1,6,1,0,2.5,2.5,2.5,3,3,9,8.61857876597763
169,5,6,1,0,1.99,2.99,2.13,2,2,20,8.827321676086083
9261,6,6,1,0,1.88,2.5,2.33,5,4,11,8.712063422780059
929,5,0,0,0,2.99,2.99,2.99,3,0,29,8.22544403166952
7195,3,1,1,0,2.99,4.99,3.47,4,2,10,8.19337979851825
13938,4,8,2,1,2.99,3.98,3.95,4,0,0,8.540713923205296
3404,3,5,1,0,2.49,2.5,2.5,2,10,27,8.628689404004659
5293,5,1,1,0,3.49,3.99,3.82,0,2,8,7.979339701567445
12075,2,8,2,0,2.19,3.49,2.19,2,11,11,8.559885302675351
4566,6,5,1,1,3.99,3.99,3.99,3,7,6,8.707384955110857
8759,1,5,1,0,1.75,2.5,2.39,5,0,26,8.689949278221441
15436,1,7,2,0,0.79,2.99,2.08,5,7,10,8.548730044516024
15303,1,4,2,1,1.25,1.25,1.25,5,5,8,8.15104348601865
8865,1,0,0,0,2.98,2.99,2.98,5,1,23,7.730091429523521
12876,3,8,2,0,2.99,2.99,2.99,3,9,29,8.40664145404685
11588,1,7,2,0,2.5,2.77,2.66,3,10,26,8.619748722291614
6204,5,6,1,0,1.67,3.34,2.49,1,4,30,8.650607887092136
14169,6,8,2,1,4.29,4.49,4.36,4,1,25,8.32620289864579
12061,6,4,2,1,1.0,1.0,1.0,2,10,13,8.288899159149173
8305,1,6,1,0,1.67,2.99,2.7,4,9,13,8.654875967369067
6532,3,5,1,0,1.99,1.99,1.99,1,10,14,8.622555494207887
9917,3,6,1,0,1.99,2.99,2.08,5,8,28,8.670074124170588
12729,2,7,2,0,2.5,2.5,2.5,3,8,3,8.7115577304463
1331,1,6,1,0,1.5,2.5,2.4,3,3,16,8.677476915076854
3225,1,1,1,0,4.5,4.5,4.5,2,8,18,8.14948524189654
10133,4,2,1,0,2.99,3.99,3.24,5,10,9,8.443596947309457
4657,3,3,1,0,6.99,6.99,6.99,3,7,27,8.517443782715576
1587,1,0,0,0,1.97,2.5,2.46,3,5,4,8.283734863488373
12771,3,7,2,0,1.77,2.49,2.38,3,8,17,8.554287520281315
1270,4,0,0,1,5.49,5.49,5.49,3,3,2,8.038677878949006
11977,3,4,2,1,1.0,1.0,1.0,2,8,4,8.094921054839586
4974,4,6,1,0,0.98,2.5,2.48,3,9,29,8.707122453964011
12807,4,7,2,0,1.99,1.99,1.99,3,9,1,8.518049849785045
13683,2,7,2,1,5.0,5.0,5.0,1,8,5,8.527214266271496
3447,5,1,1,0,3.98,5.0,4.72,2,11,11,8.009178949340182
1361,2,3,1,0,7.99,7.99,7.99,3,3,23,8.550855002155258
12308,1,8,2,1,4.29,4.29,4.29,3,3,9,8.376955282253085
15620,5,7,2,1,4.99,4.99,4.99,5,8,28,8.55539977229614
7965,3,6,1,1,3.49,3.99,3.79,4,6,28,8.685723230465559
12068,1,8,2,1,2.99,4.28,3.81,2,10,27,8.507500445194074
9562,5,6,1,0,1.98,2.5,2.49,5,6,20,8.68609512843275
5529,1,2,1,0,2.99,2.99,2.99,0,5,28,8.586560213639151
10490,4,8,2,1,2.99,3.69,3.69,2,4,29,8.441352807503542
2706,6,0,0,0,2.49,2.99,2.76,2,1,6,8.181102538737916
5588,2,6,1,0,1.49,3.29,1.57,0,6,26,8.630620415759422
15716,3,7,2,0,1.77,1.77,1.77,5,10,9,8.645215244969298
9856,1,6,1,1,3.49,3.49,3.49,5,8,14,8.573475685224992
6536,1,1,1,0,3.49,3.49,3.49,1,10,14,7.794078279742479
13340,6,8,2,1,3.39,3.79,3.42,0,11,27,8.452167679411552
5463,4,3,1,0,4.99,5.99,5.14,0,4,17,8.18886367139627
1863,2,0,0,0,2.48,3.99,3.9,3,6,30,7.655719047450174
8119,1,5,1,0,0.99,2.25,1.98,4,8,8,8.684884861020496
10509,3,8,2,0,1.25,1.25,1.25,2,5,26,8.467557679768408
8092,1,1,1,0,2.79,2.79,2.79,4,7,25,8.077352630750095
10678,4,8,2,1,2.5,3.29,2.88,2,9,30,8.533201565374108
2812,4,2,1,0,5.0,5.0,5.0,2,2,20,8.373933958031675
10354,1,8,2,1,2.99,2.99,2.99,2,1,6,8.349878425980954
11488,3,8,2,1,2.99,2.99,2.99,3,9,15,8.427114867819634
3490,5,6,1,0,1.99,2.5,2.4,2,11,25,8.774631507989127
592,4,3,1,0,7.99,8.99,8.76,2,8,18,8.574267364313332
8099,6,3,1,0,5.0,7.99,7.05,4,7,25,8.495139491615788
12816,4,7,2,1,5.99,5.99,5.99,3,9,1,8.350512928656421
9895,1,0,0,0,2.99,3.5,3.22,5,8,28,7.9479341975523
2942,6,6,1,0,1.99,3.0,2.83,2,4,15,8.662729049412187
14210,5,8,2,1,2.99,4.28,3.95,4,3,14,8.592426630085287
15619,4,7,2,1,4.97,4.97,4.97,5,8,28,8.618177454693843
5823,2,3,1,0,5.0,5.0,5.0,0,11,27,8.565719772247233
7336,4,0,0,0,2.5,2.5,2.5,4,3,14,7.863064608386099
4198,4,0,0,0,2.0,3.69,2.98,3,4,28,7.619829915725847
11225,6,8,2,1,3.29,4.49,3.47,3,6,9,8.575540086539219
7657,3,0,0,0,2.99,3.99,3.14,4,5,9,8.140048699900197
9788,5,0,0,0,3.5,3.99,3.54,5,8,7,8.105970680769223
15148,4,8,2,1,3.49,3.49,3.49,5,3,13,8.571277942645276
12687,3,8,2,0,0.99,0.99,0.99,3,7,20,8.35985240108417
9324,1,2,1,0,3.49,4.99,4.92,5,5,1,8.258034904965122
10447,5,7,2,1,6.69,6.69,6.69,2,3,17,8.446211922826448
8425,1,1,1,0,2.99,3.99,3.14,4,10,10,7.860563101634087
12966,3,8,2,1,4.29,4.29,4.29,3,11,3,8.498571418119377
6749,5,6,1,1,2.5,2.5,2.5,0,10,1,8.800054562998882
8393,1,3,1,0,6.99,6.99,6.99,4,10,3,8.520584784667397
6800,4,5,1,0,1.79,3.5,2.9,0,9,18,8.551400867861274
13673,4,7,2,0,3.0,3.0,3.0,1,8,5,8.617628621732809
1572,3,3,1,0,4.99,6.99,5.48,3,4,28,8.637118292209621
6490,6,2,1,0,4.99,4.99,4.99,1,9,3,8.497261777145518
9239,2,0,0,0,2.49,4.79,4.73,5,4,11,8.031767474952753
13515,1,4,2,1,0.98,1.0,0.99,1,4,2,8.154510145938755
2975,5,2,1,0,2.99,3.99,3.52,2,4,29,8.783526194611412
4496,2,0,0,1,5.49,5.49,5.49,3,6,23,8.084753363611126
10669,5,4,2,1,0.83,0.83,0.83,2,9,16,8.217494906158654
665,3,3,1,0,5.99,7.49,7.24,2,9,16,8.325690612493732
1192,6,3,1,0,6.99,7.99,7.7,3,2,19,8.398686239465066
9061,3,5,1,1,4.99,4.99,4.99,5,2,30,8.80426551504982
9111,3,5,1,0,3.0,3.0,3.0,5,3,13,8.698119822675153
6209,1,0,0,1,3.99,3.99,3.99,1,4,30,7.884688569271137
4979,3,2,1,0,3.5,4.96,4.12,3,9,29,8.377299219128057
5286,3,5,1,0,1.67,2.0,1.7,0,2,8,8.438479285370965
5810,5,0,0,0,1.99,3.5,2.7,0,11,27,7.867159567627856
4460,3,0,0,1,4.99,4.99,4.99,3,6,16,8.309944307689298
4700,4,0,0,1,4.99,4.99,4.99,3,8,3,8.07166749075557
12763,4,4,2,1,1.0,1.0,1.0,3,8,10,8.166188177596503
11243,3,8,2,1,4.29,4.29,4.29,3,6,16,8.345171506371951
7776,4,2,1,1,3.99,3.99,3.99,4,6,0,8.570409647432998
4891,2,5,1,0,1.79,3.5,2.85,3,9,15,8.653745725819078
12662,3,4,2,1,1.0,1.0,1.0,3,7,6,8.065177419482174
4459,2,0,0,1,4.99,4.99,4.99,3,6,16,8.005198187797122
4646,2,5,1,0,1.79,3.5,2.61,3,7,27,8.621966480102227
6900,4,5,1,0,1.25,2.99,2.5,4,0,14,8.626805613483592
15200,5,8,2,0,2.99,2.99,2.99,5,4,4,8.488130944769447
5065,4,0,0,0,1.05,3.0,2.56,3,10,19,7.779399359093794
11246,6,8,2,1,3.99,3.99,3.99,3,6,16,8.190160601575132
8728,4,0,0,0,3.29,3.49,3.34,5,0,19,7.977276549979932
12735,2,8,2,1,3.99,4.99,4.94,3,8,3,8.316241722081399
4542,2,5,1,0,1.49,3.49,1.67,3,7,6,8.695311746867839
3943,3,2,1,0,2.99,2.99,2.99,3,3,9,8.524961435533475
2662,6,6,1,0,2.0,2.5,2.12,2,0,9,8.760895550615464
11433,5,7,2,0,1.99,2.99,2.91,3,8,24,8.6193395497679
13916,2,8,2,1,3.49,3.99,3.64,0,9,18,8.494192147622014
11317,2,8,2,1,3.99,4.29,4.27,3,7,13,8.444649299955351
8571,4,1,1,0,2.49,2.49,2.5,4,11,8,7.847207429907582
7800,2,6,1,0,1.67,2.77,1.95,4,5,23,8.74036471619957
447,6,2,1,0,3.99,3.99,3.99,2,6,10,8.306609232462932
1084,6,2,1,0,4.99,4.99,4.99,3,1,26,8.606175270408567
13970,4,8,2,0,1.0,1.0,1.0,4,0,14,8.488568191641484
4359,1,0,0,0,2.49,2.89,2.63,3,6,2,7.977300759674321
12275,4,7,2,0,1.99,1.99,1.99,3,2,26,8.41275164879844
2,3,0,0,0,1.9,1.9,1.9,2,0,9,8.108807647582646
15485,5,7,2,0,2.39,2.99,2.66,5,7,17,8.63738093243368
1710,5,6,1,0,1.66,2.5,2.04,3,5,25,8.664109541395218
15020,5,8,2,1,2.99,4.28,3.42,5,1,23,8.521661027918467
5619,6,3,1,0,6.99,7.98,7.01,0,7,9,8.551649365072574
5878,2,0,0,1,4.29,4.29,4.29,1,0,10,8.044055602915892
4960,6,0,0,0,4.28,5.49,4.31,3,9,29,7.9020342872264004
12377,3,7,2,0,2.5,2.5,2.5,3,4,7,8.477306047578434
6860,2,5,1,0,1.77,3.5,1.89,4,0,7,8.539488605944502
1595,3,5,1,0,2.5,2.99,2.89,3,5,4,8.623633482226523
13626,1,8,2,0,1.25,1.25,1.25,1,7,8,8.319693309917923
12523,6,8,2,0,3.49,3.49,3.49,3,5,18,8.47384769353782
9412,5,5,1,0,1.88,3.5,2.36,5,5,22,8.727691884822521
5560,6,6,1,0,1.78,2.5,2.39,0,6,12,8.567048632230827
3181,2,5,1,0,1.66,3.49,2.79,2,8,4,8.572788113694228
1266,3,2,1,0,3.49,4.98,4.51,3,3,2,8.374435729198828
2203,4,2,1,0,2.99,2.99,2.99,3,9,1,8.47325121718571
1179,3,5,1,0,1.99,2.5,2.24,3,2,19,8.53046813615986
7177,5,2,1,0,4.5,4.5,4.5,4,2,17,8.552503912699361
1797,4,5,1,0,1.5,3.0,2.85,3,6,16,8.674614488379769
6121,3,0,0,0,2.69,2.69,2.69,1,4,2,8.012664787940926
3416,2,6,1,0,1.99,3.0,2.2,2,10,27,8.686126541839728
10317,3,8,2,1,2.99,3.79,3.61,2,0,9,8.560668423376844
6820,2,2,1,0,3.49,3.99,3.67,0,9,18,8.725534512021893
4225,6,5,1,1,3.99,3.99,3.99,3,4,28,8.669858500714552
11532,6,7,2,1,6.98,6.98,6.98,3,9,29,8.479322996312867
6381,5,5,1,0,1.67,2.5,1.83,1,7,22,8.599100502509346
7621,5,5,1,0,1.99,3.99,2.95,4,5,2,8.67338276703007
8019,4,3,1,0,3.99,5.99,5.89,4,7,11,8.566718845152218
7224,1,0,0,0,1.68,3.39,1.68,4,2,24,8.149602361592738
12131,5,7,2,0,2.59,3.0,2.76,3,0,22,8.592893232964629
2371,4,6,1,0,1.25,2.99,2.72,3,10,5,8.585502786025666
6633,4,3,1,0,6.99,6.99,6.99,1,11,26,8.262675235670143
1073,6,3,1,0,4.99,7.99,7.21,3,1,26,8.393855281283507
13027,6,7,2,0,1.57,3.19,2.81,0,2,8,8.711085815886563
10713,4,8,2,1,2.69,4.39,4.01,2,10,27,8.571294490798659
12952,1,8,2,0,1.25,1.5,1.27,3,11,3,8.111073717949667
8751,6,2,1,0,4.99,4.99,4.99,5,0,19,8.570595700897712
5895,3,1,1,0,4.79,4.79,4.79,1,0,24,7.915062931830844
8152,1,5,1,0,1.5,2.0,1.76,4,8,15,8.730923867719708
8512,6,2,1,0,3.0,3.0,3.0,4,10,24,8.300768223453375
8639,6,1,1,0,4.99,4.99,4.99,4,11,22,7.86220164007423
305,2,2,1,0,3.99,3.99,3.99,2,4,15,8.600396292683564
14190,5,8,2,1,4.28,4.29,4.28,4,3,0,8.595007171134668
12136,2,4,2,1,1.25,1.25,1.25,3,0,22,8.134346959952014
5454,6,5,1,0,1.67,2.5,1.7,0,4,17,8.518893119156134
13248,1,7,2,0,2.28,2.57,2.38,0,8,6,8.652536121040097
9657,6,5,1,0,2.5,2.5,2.5,5,7,3,8.759547549633155
5782,1,1,1,0,2.99,4.99,3.47,0,11,13,8.210433539021695
190,1,1,1,0,3.99,3.99,3.99,2,3,3,8.015718987431862
4405,3,1,1,0,4.49,4.49,4.49,3,6,9,8.053464295799998
14550,4,8,2,1,2.79,2.99,2.91,4,7,4,8.513299914139951
14886,3,7,2,0,1.77,1.77,1.77,4,11,15,8.44198226980686
2939,3,6,1,0,2.29,3.99,3.86,2,4,15,8.570928734136855
6378,2,5,1,0,1.24,2.79,2.18,1,7,22,8.631849631305167
8423,5,5,1,0,2.0,2.49,2.39,4,10,10,8.599881760851176
4345,1,6,1,0,1.66,2.99,2.71,3,5,25,8.718259232019742
2268,5,6,1,0,1.79,2.5,2.01,3,9,15,8.572639884115706
3239,6,6,1,0,1.99,3.5,3.01,2,8,18,8.779728486232635
11701,1,4,2,1,0.79,1.0,0.98,2,0,23,8.110044866208115
11846,3,8,2,1,3.29,3.29,3.29,2,4,29,8.222332811309498
7483,4,1,1,0,2.49,4.49,3.78,4,4,5,8.07327753431285
1122,3,0,0,1,5.99,5.99,5.99,3,2,5,7.859020958870779
2205,2,0,0,1,2.79,2.79,2.79,3,9,1,7.891625282590405
13409,1,4,2,1,1.0,1.0,1.0,1,1,7,8.169156829640354
14997,1,7,2,0,1.58,2.5,1.72,5,1,9,8.689508231198223
9366,6,2,1,0,2.99,2.99,2.99,5,5,8,8.543246137719668
7961,4,0,0,1,3.99,3.99,3.99,4,6,28,7.625468573908374
9236,3,0,0,1,5.69,5.69,5.69,5,4,4,7.909166883432487
4601,2,5,1,1,3.5,3.99,3.66,3,7,13,8.709619946227836
4961,1,5,1,0,0.98,2.5,1.12,3,9,29,8.658248041169214
4148,5,1,1,0,2.49,3.99,3.3,3,4,14,8.246031492201398
10588,1,7,2,0,2.99,2.99,2.99,2,7,21,8.559982154913305
12517,3,4,2,1,1.0,1.0,1.0,3,5,11,8.140081768171704
9578,4,0,0,0,1.97,3.89,2.14,5,6,27,8.043144021171653
8669,4,5,1,0,1.49,2.99,1.8,4,11,29,8.546464382610367
7974,3,5,1,0,1.25,1.99,1.48,4,7,4,8.825343689126061
3744,3,1,1,0,4.99,4.99,4.99,3,2,5,8.110835184615205
911,6,1,1,0,3.99,4.99,4.69,3,0,22,7.748169391086759
11201,4,4,2,1,1.0,1.0,1.0,3,5,25,8.190828414171587
11897,3,8,2,1,3.5,3.79,3.54,2,6,10,8.419884936655736
11064,4,7,2,0,1.99,2.5,2.16,3,4,14,8.657606911933051
8363,1,6,1,0,1.49,2.5,1.57,4,9,27,8.553475967826829
11226,0,7,2,1,5.29,5.29,0.0,3,6,9,8.483564621160214
12604,3,7,2,1,4.99,4.99,4.99,3,6,16,8.524400079041898
12970,1,7,2,1,6.49,6.49,6.49,3,11,3,8.53758177684056
1700,3,1,1,0,3.88,3.88,3.88,3,5,25,8.215848983486373
15234,5,8,2,1,2.99,2.99,2.99,5,4,11,8.548554133043625
15789,4,7,2,0,2.5,3.99,2.89,5,11,14,8.546278938388102
2416,5,2,1,0,3.49,3.49,3.49,3,10,12,8.307536015843025
4570,3,0,0,0,2.49,3.99,3.27,3,7,13,7.951701093322185
9148,1,1,1,0,2.99,3.99,3.61,5,3,20,8.049743513648512
5975,1,2,1,0,3.98,4.49,4.29,1,1,21,8.82845147218748
9844,1,6,1,0,1.48,2.5,1.67,5,8,14,8.483517451149979
292,6,1,1,0,3.49,3.49,3.49,2,4,15,7.818644300991122
7330,3,5,1,1,4.99,4.99,4.99,4,3,0,8.72090272987563
3949,1,0,0,0,3.0,3.0,3.0,3,3,16,7.765551404334335
6902,6,5,1,0,1.67,3.0,1.75,4,0,14,8.609896972103122
5067,6,0,0,0,2.5,3.99,3.81,3,10,19,7.973587008280357
8770,6,1,1,0,2.99,4.99,3.85,5,0,26,7.713383855783735
2824,2,5,1,0,1.97,2.99,2.2,2,3,3,8.710888564633187
12717,3,8,2,1,3.99,3.99,3.99,3,7,27,8.498048380298671
2410,5,6,1,0,2.0,3.0,2.51,3,10,12,8.653845886643092
7386,3,6,1,0,1.88,3.0,2.04,4,3,7,8.710381957632121
11163,3,8,2,0,2.69,2.69,2.69,3,5,18,8.463880337292558
10482,2,8,2,0,1.89,1.89,1.89,2,4,29,8.348302943873131
1046,3,6,1,0,2.49,3.99,2.74,3,1,19,8.869103492372655
4393,2,0,0,0,2.5,3.99,3.59,3,6,9,8.055690037768557
1866,5,0,0,0,2.97,2.97,2.97,3,6,30,8.064434813013277
6682,1,0,0,0,2.18,3.99,2.32,0,10,29,8.063436406142669
1967,1,0,0,0,1.99,2.39,2.22,3,7,20,8.181969051419868
13518,6,8,2,0,0.88,0.88,0.88,1,4,16,8.533684771414313
9222,5,3,1,0,6.48,6.48,6.48,5,4,4,8.251267804557079
2705,5,0,0,0,2.79,3.0,2.8,2,1,6,8.076416604635046
9888,5,2,1,0,3.79,3.79,3.79,5,8,21,8.35365170817834
13303,4,8,2,1,2.49,4.99,3.71,0,9,4,8.419583037589762
2754,4,6,1,0,1.5,2.99,1.72,2,1,20,8.6003028173925
5540,6,0,0,0,2.29,2.99,2.75,0,6,12,8.26029328177072
6373,3,0,0,0,1.79,2.99,2.12,1,7,22,7.932756546397545
10662,3,8,2,1,3.29,3.99,3.82,2,9,16,8.409875930863667
14618,1,8,2,1,4.79,4.79,4.79,4,7,25,8.55187320897112
1739,6,3,1,0,5.99,8.99,8.59,3,6,2,8.554367897556071
788,4,5,1,1,3.99,3.99,3.99,2,10,27,8.460109913971822
82,3,6,1,0,1.5,3.99,2.19,2,1,6,8.523823652020006
10297,2,6,1,0,1.59,3.0,2.12,5,11,14,8.740872212335736
10531,5,8,2,0,1.99,1.99,1.99,2,6,10,8.255486997867116
3762,4,0,0,1,5.99,5.99,5.99,3,2,5,7.917413659496945
14430,4,7,2,0,1.99,1.99,1.99,4,5,23,8.632332212044954
5008,2,6,1,0,1.88,3.0,2.27,3,10,5,8.740391228135929
2574,5,5,1,0,1.66,2.5,2.27,3,11,17,8.762617122905464
6449,3,3,1,0,3.99,5.99,4.09,1,8,19,8.362789655004466
10612,1,8,2,1,2.58,3.59,2.83,2,8,4,8.581736461234026
837,4,5,1,0,2.0,3.0,2.39,2,11,25,8.838451719140728
14294,4,7,2,0,1.89,3.29,2.24,4,4,12,8.51446268702117
4306,2,1,1,0,3.99,3.99,3.99,3,5,18,7.850709658234045
11895,1,8,2,1,3.69,3.99,3.95,2,6,10,8.44349579198714
4654,4,1,1,0,2.99,3.99,3.27,3,7,27,8.267543619117772
880,5,3,1,0,7.48,7.48,7.48,3,0,15,8.39304394933558
13107,2,8,2,0,1.99,2.99,2.45,0,4,17,8.363779690018745
12183,1,7,2,0,2.5,3.99,3.79,3,1,19,8.45296398764362
7421,3,3,1,0,4.99,4.99,4.99,4,3,21,8.493335822051726
15313,2,7,2,0,3.49,3.49,3.49,5,5,15,8.639529207005944
4645,1,5,1,0,1.99,2.5,2.3,3,7,27,8.738138174633319
1808,6,3,1,0,5.99,6.99,6.56,3,6,16,8.337839090994152
6869,1,3,1,0,4.49,4.49,4.49,4,0,7,8.529515162296528
14557,3,4,2,1,1.0,1.0,1.0,4,7,4,8.27945993153816
13905,1,8,2,0,1.49,1.49,1.49,0,9,18,8.439106197958541
12187,5,7,2,0,2.59,2.59,2.59,3,1,19,8.577409916067202
4907,5,6,1,0,1.79,2.5,2.25,3,9,15,8.658032196897425
8217,6,2,1,0,2.77,3.99,3.89,4,8,22,8.562815458175969
10494,1,4,2,1,1.0,1.0,1.0,2,4,29,8.09447364522706
3145,2,6,1,1,3.69,3.69,3.69,2,7,7,8.614773819649981
337,1,0,0,0,2.0,3.69,2.05,2,5,12,8.17908615203677
9712,4,2,1,0,2.99,3.99,3.12,5,7,17,8.48837869875028
8070,3,2,1,0,2.99,3.99,3.68,4,7,18,8.492862888566565
10092,2,2,1,0,3.99,4.79,4.66,5,10,2,8.603863600150639
10390,4,8,2,1,2.99,4.19,3.22,2,2,6,8.502546134546673
10442,4,8,2,1,2.79,2.79,2.79,2,3,17,8.53659127416252
11223,4,8,2,1,2.99,4.29,3.05,3,6,9,8.38337299835043
13504,5,8,2,0,2.5,2.5,2.5,1,4,2,8.43710167535772
3875,3,5,1,1,3.99,3.99,3.99,3,2,26,8.715725394367961
7648,2,5,1,1,5.99,5.99,5.99,4,5,2,8.684387500584624
15124,2,7,2,0,3.69,3.69,3.69,5,3,6,8.719847604084494
310,4,0,0,0,2.5,3.49,2.81,2,4,29,7.895476783110968
791,4,6,1,1,3.99,3.99,3.99,2,10,27,8.757020626469513
12768,6,8,2,0,1.77,1.77,1.77,3,8,17,8.364214210501983
8250,5,2,1,0,5.49,5.49,5.49,4,8,29,8.618744283374754
13836,1,8,2,1,2.29,3.99,2.54,0,5,14,8.62823820627534
9976,6,5,1,0,1.67,3.0,2.85,5,9,12,8.652500465229421
8966,3,0,0,1,5.49,5.49,5.49,5,2,9,7.891330175945748
4335,5,5,1,0,1.59,2.5,2.32,3,5,25,8.788381202268324
5363,5,3,1,0,5.98,5.98,5.98,0,3,5,8.50645110643348
249,2,5,1,0,1.88,3.0,2.63,2,4,1,8.585498785389373
9961,3,0,0,1,4.49,4.49,4.49,5,9,5,8.123183393420627
2395,6,5,1,0,1.88,3.0,2.58,3,10,12,8.752347816327516
14963,3,4,2,1,5.0,5.0,5.0,5,0,19,8.132877680052784
153,3,5,1,0,2.99,2.99,2.99,2,2,20,8.683786261604807
5730,3,0,0,1,4.29,4.29,4.29,0,8,20,7.737526241919266
8967,4,0,0,1,4.99,5.49,5.46,5,2,9,8.124982972544466
14551,5,8,2,1,2.99,3.98,3.74,4,7,4,8.339927969411812
14938,2,8,2,1,2.29,4.49,2.52,5,0,12,8.346409371467939
10711,1,8,2,1,2.99,4.28,3.79,2,10,27,8.329570289834715
6517,3,6,1,0,2.5,2.5,2.5,1,10,0,8.664700427370319
716,3,6,1,1,3.99,3.99,3.99,2,9,30,8.81702482959873
3126,3,1,1,0,3.5,3.5,3.5,2,7,7,7.211602976377298
462,4,1,1,0,4.49,4.49,4.49,2,6,24,7.9080490192387565
4520,2,6,1,0,1.88,3.0,1.94,3,6,30,8.821271416132042
9533,5,2,1,0,2.99,4.99,4.86,5,6,13,8.570189932438156
13270,5,8,2,0,1.77,2.99,2.4,0,8,20,8.455356886666245
9055,6,6,1,0,1.88,2.99,2.27,5,2,30,8.78758670000793
5663,6,2,1,0,2.99,3.88,3.61,0,7,23,8.317816979179522
3753,3,6,1,0,1.67,3.0,2.36,3,2,5,8.742768546925566
6510,2,3,1,0,2.5,2.5,2.5,1,10,0,8.40202254483322
8568,6,5,1,0,2.0,2.49,2.42,4,11,8,8.731580383331622
2419,4,0,0,1,4.99,5.39,5.16,3,10,12,7.737780162450553
4557,4,6,1,0,1.48,3.0,1.61,3,7,6,8.522284899430074
8042,2,0,0,0,2.99,4.99,3.28,4,7,18,7.793010903292599
12623,3,7,2,1,4.99,4.99,4.99,3,6,23,8.526526678851994
9795,1,1,1,0,2.99,2.99,2.99,5,8,7,8.187651417220133
8128,2,3,1,0,8.98,8.98,8.98,4,8,8,8.208398315494897
7931,6,5,1,1,4.99,4.99,4.99,4,6,21,8.856245375297474
11880,4,7,2,1,5.69,5.79,5.78,2,5,26,8.429845609017725
11103,6,8,2,0,3.5,3.5,3.5,3,4,28,8.491067610336533
12960,3,7,2,0,2.5,2.5,2.5,3,11,3,8.571497503821899
14144,6,7,2,0,1.99,2.29,2.13,4,2,24,8.580319014741512
11624,2,7,2,0,3.5,3.69,3.61,3,11,10,8.4262862415656
6076,2,6,1,0,1.88,3.99,3.77,1,3,4,8.781962618389008
12439,1,7,2,0,1.99,3.5,2.06,3,4,21,8.653580123774413
15048,4,7,2,0,2.19,2.99,2.48,5,2,9,8.458161249786924
8703,1,1,1,0,2.99,2.99,2.99,5,0,12,8.18954567187169
10503,3,8,2,1,2.99,3.79,3.71,2,5,12,8.457702698656933
15263,5,8,2,0,1.5,1.5,1.5,5,5,1,8.353444441026008
1569,2,1,1,0,3.99,3.99,3.99,3,4,28,8.038735673066151
11905,1,7,2,0,2.49,2.99,2.83,2,6,24,8.687905851896565
